transaction_id,date,time,branch_name,district,channel,transaction_type,card_type,account_type,amount_npr,response_code,response_message,transaction_status,customer_age,customer_gender,processing_time_ms
TXN0005148,2024-11-10,16:08:57,Butwal Branch,Rupandehi,ATM,Mini Statement,Debit Card,Savings,0.0,00,Approved,Success,21,Female,653
TXN0005149,2024-11-10,17:59:07,Kathmandu Main,Kathmandu,POS,Refund,Debit Card,Savings,7808.28,55,Incorrect PIN,Timeout,36,Female,683
TXN0005150,2024-11-10,20:02:14,Pokhara Lakeside,Kaski,Mobile Banking,QR Payment,N/A,Savings,936.77,55,Incorrect PIN,Timeout,39,Female,498
TXN0005151,2024-11-10,20:36:25,Hetauda Branch,Makwanpur,Mobile Banking,Bill Payment,N/A,Savings,2351.61,00,Approved,Success,32,Male,479
TXN0005152,2024-11-10,22:22:33,Janakpur Branch,Dhanusha,POS,Purchase,Debit Card,Current,1686.19,00,Approved,Success,30,Female,1081
TXN0005153,2024-11-10,23:10:47,New Baneshwor,Kathmandu,Internet Banking,Fund Transfer,N/A,Savings,8431.7,55,Incorrect PIN,Timeout,18,Male,485
TXN0005154,2024-11-10,23:37:45,New Baneshwor,Kathmandu,Mobile Banking,Fund Transfer,N/A,Savings,45427.62,00,Approved,Success,32,Female,551
TXN0005155,2024-11-11,05:44:27,Janakpur Branch,Dhanusha,POS,Purchase,Credit Card,Current,10954.64,00,Approved,Success,65,Female,984
TXN0005156,2024-11-11,08:58:08,Pokhara Lakeside,Kaski,Mobile Banking,Mobile Top-up,N/A,Savings,200.0,00,Approved,Success,41,Female,394
TXN0005157,2024-11-11,09:32:44,Dharan Branch,Sunsari,Branch Counter,Cash Withdrawal,N/A,Current,15000.0,00,Approved,Success,30,Male,209
TXN0005158,2024-11-11,09:33:42,Lalitpur Branch,Lalitpur,ATM,Cash Withdrawal,Debit Card,Savings,2000.0,91,Issuer Unavailable,Failed,41,Female,1372
TXN0005159,2024-11-11,09:46:55,Lalitpur Branch,Lalitpur,POS,Purchase,Debit Card,Savings,5386.72,00,Approved,Success,34,Male,627
TXN0005159,2024-11-11,09:46:55,Lalitpur Branch,Lalitpur,POS,Purchase,Debit Card,Savings,5386.72,00,Approved,Success,34,Male,627
TXN0005160,2024-11-11,10:00:55,Biratnagar Main,Morang,Mobile Banking,Fund Transfer,N/A,Savings,8907.09,00,Approved,Success,63,Male,398
TXN0005161,2024-11-11,10:17:39,Bhaktapur Branch,Bhaktapur,ATM,Balance Inquiry,Debit Card,Current,0.0,00,Approved,Success,46,Male,1128
TXN0005162,2024-11-11,10:19:32,Itahari Branch,Sunsari,POS,Refund,Debit Card,Savings,342.3,00,Approved,Success,41,Female,525
TXN0005163,2024-11-11,10:36:55,Janakpur Branch,Dhanusha,Internet Banking,Balance Inquiry,N/A,Savings,0.0,91,Issuer Unavailable,Reversed,22,Female,1041
TXN0005164,2024-11-11,10:53:57,Bhaktapur Branch,Bhaktapur,Mobile Banking,QR Payment,N/A,Savings,4971.72,00,Approved,Success,28,Male,514
TXN0005165,2024-11-11,10:59:09,Nepalgunj Branch,Banke,POS,Purchase,Credit Card,Savings,9389.17,00,Approved,Success,32,Male,786
TXN0005166,2024-11-11,11:10:22,Biratnagar Main,Morang,Mobile Banking,Fund Transfer,N/A,Savings,74616.71,00,Approved,Success,31,Female,483
TXN0005167,2024-11-11,11:15:54,Bharatpur Branch,Chitwan,POS,Purchase,Debit Card,Savings,996.12,00,Approved,Success,,Female,809
TXN0005168,2024-11-11,11:48:25,Birgunj Branch,Parsa,ATM,Cash Withdrawal,Debit Card,Savings,1500.0,00,Approved,Success,29,Female,1356
TXN0005169,2024-11-11,13:04:21,Dhangadhi Branch,Kailali,POS,Refund,Debit Card,Savings,2338.98,00,Approved,Success,36,Female,564
TXN0005170,2024-11-11,13:06:52,Dharan Branch,Sunsari,POS,Refund,Prepaid Card,Savings,1014.89,55,Incorrect PIN,Failed,26,Male,406
TXN0005171,2024-11-11,13:34:25,Janakpur Branch,Dhanusha,POS,Purchase,Debit Card,Savings,14211.25,00,Approved,Success,40,Male,624
TXN0005172,2024-11-11,14:24:44,Lalitpur Branch,Lalitpur,ATM,Mini Statement,Debit Card,Savings,0.0,00,Approved,Success,18,Female,1181
TXN0005173,2024-11-11,14:35:46,Bharatpur Branch,Chitwan,Mobile Banking,QR Payment,N/A,Savings,4554.39,00,Approved,Success,47,Male,734
TXN0005174,2024-11-11,14:55:52,Pokhara Lakeside,Kaski,ATM,Cash Withdrawal,Debit Card,Current,1000.0,00,Approved,Success,42,Female,952
TXN0005175,2024-11-11,15:33:21,Bharatpur Branch,Chitwan,ATM,Balance Inquiry,Debit Card,Savings,0.0,00,Approved,Success,49,Female,1395
TXN0005176,2024-11-11,16:10:46,Biratnagar Main,Morang,ATM,Mini Statement,Debit Card,Savings,0.0,00,Approved,Success,44,Male,805
TXN0005177,2024-11-11,16:34:12,Biratnagar Main,Morang,POS,Purchase,Debit Card,Savings,13198.82,00,Approved,Success,44,Female,585
TXN0005178,2024-11-11,16:34:29,Nepalgunj Branch,Banke,POS,Purchase,Debit Card,Savings,5637.65,00,Approved,Success,20,Female,545
TXN0005179,2024-11-11,20:19:19,Hetauda Branch,Makwanpur,ATM,Cash Withdrawal,Prepaid Card,Savings,500.0,00,Approved,Success,32,Female,1156
TXN0005180,2024-11-11,22:37:28,Bhaktapur Branch,Bhaktapur,POS,Purchase,Debit Card,Current,2277.82,00,Approved,Success,31,Male,80
TXN0005181,2024-11-12,05:32:33,Bharatpur Branch,Chitwan,ATM,Balance Inquiry,Debit Card,Savings,0.0,55,Incorrect PIN,Failed,18,Female,1819
TXN0005182,2024-11-12,07:04:05,Butwal Branch,Rupandehi,Internet Banking,Bill Payment,N/A,Savings,6058.67,00,Approved,Success,39,Female,467
TXN0005183,2024-11-12,09:40:24,New Baneshwor,Kathmandu,ATM,Balance Inquiry,Debit Card,Savings,0.0,00,Approved,Success,47,Male,1318
TXN0005184,2024-11-12,09:42:06,Dhangadhi Branch,Kailali,Mobile Banking,Fund Transfer,N/A,Current,47098.2,00,Approved,Success,30,Female,575
TXN0005185,2024-11-12,10:08:52,Bharatpur Branch,Chitwan,Mobile Banking,Balance Inquiry,N/A,Savings,0.0,00,Approved,Success,31,Female,423
TXN0005186,2024-11-12,10:15:57,Janakpur Branch,Dhanusha,POS,Purchase,Credit Card,Savings,11802.41,00,Approved,Success,32,Male,718
TXN0005187,2024-11-12,12:00:51,Pokhara Lakeside,Kaski,Mobile Banking,Balance Inquiry,N/A,Savings,0.0,00,Approved,Success,51,Female,467
TXN0005188,2024-11-12,12:24:09,Kathmandu Main,Kathmandu,ATM,PIN Change,Debit Card,Savings,0.0,00,Approved,Success,41,Female,1683
TXN0005189,2024-11-12,12:37:23,New Baneshwor,Kathmandu,Mobile Banking,Mobile Top-up,N/A,Savings,100.0,00,Approved,Success,50,Female,259
TXN0005190,2024-11-12,13:00:42,New Baneshwor,Kathmandu,Mobile Banking,Balance Inquiry,N/A,Current,0.0,00,Approved,Success,35,Male,609
TXN0005191,2024-11-12,14:35:30,Hetauda Branch,Makwanpur,Mobile Banking,Mobile Top-up,N/A,Savings,500.0,91,Issuer Unavailable,Failed,46,Male,850
TXN0005192,2024-11-12,14:53:17,Kathmandu Main,Kathmandu,Mobile Banking,Balance Inquiry,N/A,Savings,0.0,00,Approved,Success,33,Female,684
TXN0005193,2024-11-12,15:07:41,Hetauda Branch,Makwanpur,ATM,PIN Change,Debit Card,Savings,0.0,00,Approved,Success,23,Male,1515
TXN0005194,2024-11-12,15:23:01,Itahari Branch,Sunsari,ATM,Cash Withdrawal,Debit Card,Savings,500.0,00,Approved,Success,35,Female,1719
TXN0005195,2024-11-12,15:35:44,Birgunj Branch,Parsa,POS,Refund,Debit Card,Savings,1631.28,00,Approved,Success,45,Female,915
TXN0005196,2024-11-12,15:37:50,Biratnagar Main,Morang,ATM,Mini Statement,Debit Card,Savings,0.0,00,Approved,Success,30,Female,1397
TXN0005197,2024-11-12,16:07:49,Biratnagar Main,Morang,ATM,Cash Withdrawal,Debit Card,Savings,1000.0,00,Approved,Success,18,,1412
TXN0005198,2024-11-12,17:49:17,Birgunj Branch,Parsa,internet banking,Statement Download,N/A,Savings,0.0,00,Approved,Success,24,Male,343
TXN0005199,2024-11-12,18:28:13,Dhangadhi Branch,Kailali,Internet Banking,Fund Transfer,N/A,Savings,91427.69,00,Approved,Success,50,Female,691
TXN0005200,2024-11-12,18:33:43,Biratnagar Main,Morang,ATM,PIN Change,Debit Card,Current,0.0,51,Insufficient Funds,Timeout,34,Male,359
TXN0005201,2024-11-12,22:45:44,Itahari Branch,Sunsari,Branch Counter,Account Opening,N/A,Savings,0.0,00,Approved,Success,40,Male,340
TXN0005202,2024-11-13,03:29:41,Hetauda Branch,Makwanpur,POS,Refund,Debit Card,Savings,2962.39,00,Approved,Success,31,Male,1162
TXN0005203,2024-11-13,03:54:24,New Baneshwor,Kathmandu,Mobile Banking,Fund Transfer,N/A,Savings,34539.07,00,Approved,Success,32,Female,447
TXN0005204,2024-11-13,05:00:37,Hetauda Branch,Makwanpur,ATM,Mini Statement,Debit Card,Savings,0.0,00,Approved,Success,21,Male,608
TXN0005205,2024-11-13,08:09:57,Pokhara Lakeside,Kaski,Mobile Banking,Balance Inquiry,N/A,Savings,0.0,00,Approved,Success,39,Male,527
TXN0005206,2024-11-13,09:12:00,Lalitpur Branch,Lalitpur,ATM,Mini Statement,Debit Card,Savings,0.0,55,Incorrect PIN,Reversed,63,Male,800
TXN0005207,2024-11-13,09:26:46,Janakpur Branch,Dhanusha,Branch Counter,Cash Deposit,N/A,Current,144754.58,00,Approved,Success,30,Male,633
TXN0005208,2024-11-13,11:01:54,Dhangadhi Branch,Kailali,Mobile Banking,Fund Transfer,N/A,Savings,60432.49,00,Approved,Success,43,Male,322
TXN0005209,2024-11-13,11:03:20,BHARATPUR BRANCH,Chitwan,ATM,Cash Withdrawal,Debit Card,Savings,15000.0,91,Issuer Unavailable,Failed,30,Female,1274
TXN0005210,2024-11-13,12:39:47,Butwal Branch,Rupandehi,Mobile Banking,Balance Inquiry,N/A,Fixed Deposit,0.0,00,Approved,Success,34,Female,724
TXN0005211,2024-11-13,13:15:50,Janakpur Branch,Dhanusha,POS,Purchase,Credit Card,Savings,11463.67,00,Approved,Success,29,Female,514
TXN0005212,2024-11-13,14:40:03,Bharatpur Branch,Chitwan,Mobile Banking,Balance Inquiry,N/A,Current,0.0,00,Approved,Success,66,Male,800
TXN0005213,2024-11-13,16:31:15,Janakpur Branch,Dhanusha,Branch Counter,Cash Deposit,N/A,Savings,83527.38,51,Insufficient Funds,Failed,38,Female,556
TXN0005214,2024-11-13,17:02:40,  Nepalgunj Branch  ,Banke,ATM,PIN Change,Debit Card,Savings,0.0,00,Approved,Success,39,Male,969
TXN0005215,2024-11-13,17:03:58,Dhangadhi Branch,Kailali,POS,Purchase,Debit Card,Savings,14620.43,51,Insufficient Funds,Reversed,25,Male,1047
TXN0005216,2024-11-13,17:55:33,Birgunj Branch,Parsa,Mobile Banking,Mobile Top-up,N/A,Savings,200.0,00,Approved,Success,44,Male,676
TXN0005217,2024-11-13,19:18:04,Lalitpur Branch,Lalitpur,ATM,Balance Inquiry,Debit Card,Current,0.0,00,Approved,Success,46,Male,1348
TXN0005218,2024-11-14,00:00:44,Biratnagar Main,Morang,ATM,Cash Withdrawal,Credit Card,Savings,8000.0,00,Approved,Success,23,Male,1983
TXN0005219,2024-11-14,00:16:56,Dharan Branch,Sunsari,Mobile Banking,Balance Inquiry,N/A,Savings,0.0,00,Approved,Success,31,Male,615
TXN0005220,2024-11-14,07:48:36,Janakpur Branch,Dhanusha,ATM,Cash Withdrawal,Debit Card,Current,20000.0,51,Insufficient Funds,Failed,52,Female,1434
TXN0005221,2024-11-14,08:47:52,Itahari Branch,Sunsari,Internet Banking,Bill Payment,N/A,Fixed Deposit,6836.7,00,Approved,Success,38,Male,896
TXN0005222,2024-11-14,09:46:58,Itahari Branch,Sunsari,Mobile Banking,Balance Inquiry,N/A,Savings,0.0,00,Approved,Success,34,Female,477
TXN0005223,2024-11-14,09:48:44,New Baneshwor,Kathmandu,Mobile Banking,Fund Transfer,N/A,Savings,27964.24,55,Incorrect PIN,Failed,26,Male,1161
TXN0005224,2024-11-14,09:52:48,Hetauda Branch,Makwanpur,Mobile Banking,Mobile Top-up,N/A,Savings,200.0,00,Approved,Success,33,Female,837
TXN0005225,2024-11-14,11:22:16,Biratnagar Main,Morang,Internet Banking,Balance Inquiry,N/A,Savings,0.0,00,Approved,Success,32,Male,626
TXN0005226,2024-11-14,15:41:21,Dharan Branch,Sunsari,POS,Refund,Debit Card,Savings,7361.25,00,Approved,Success,31,Male,437
TXN0005227,2024-11-14,16:10:40,Itahari Branch,Sunsari,Mobile Banking,Bill Payment,N/A,Current,2069.66,00,Approved,Success,33,Female,318
TXN0005228,2024-11-14,16:13:47,Bharatpur Branch,Chitwan,Mobile Banking,Balance Inquiry,N/A,Savings,0.0,00,Approved,Success,31,Male,412
TXN0005229,2024-11-14,16:38:02,Biratnagar Main,Morang,Mobile Banking,Balance Inquiry,N/A,Savings,0.0,00,Approved,Success,25,Female,463
TXN0005230,2024-11-14,17:03:23,Birgunj Branch,Parsa,POS,Purchase,Debit Card,Savings,8646.31,61,Exceeds Withdrawal Limit,Failed,33,Male,372
TXN0005231,2024-11-14,17:52:14,Janakpur Branch,Dhanusha,Internet Banking,Fund Transfer,N/A,Current,41886.74,55,Incorrect PIN,Failed,50,Female,327
TXN0005232,2024-11-14,21:03:13,Nepalgunj Branch,Banke,POS,Refund,Credit Card,Savings,6444.38,00,Approved,Success,40,Male,362
TXN0005233,2024-11-14,22:02:30,Dharan Branch,Sunsari,Mobile Banking,Balance Inquiry,N/A,Savings,0.0,00,Approved,Success,30,Female,965
TXN0005234,2024-11-14,22:16:42,Kathmandu Main,Kathmandu,ATM,Cash Withdrawal,Prepaid Card,Savings,15000.0,00,Approved,Success,,Male,1542
TXN0005235,2024-11-14,23:05:09,Itahari Branch,Sunsari,Mobile Banking,QR Payment,N/A,Current,1448.76,00,Approved,Success,18,Male,533
TXN0005236,2024-11-15,01:42:02,Bhaktapur Branch,Bhaktapur,Mobile Banking,QR Payment,N/A,Savings,2575.18,00,Approved,Success,37,Male,1037
TXN0005237,2024-11-15,01:47:59,New Baneshwor,Kathmandu,POS,Refund,Debit Card,Current,3227.92,00,Approved,Success,18,Male,842
TXN0005238,2024-11-15,08:11:47,Bhaktapur Branch,Bhaktapur,Internet Banking,Statement Download,N/A,Current,0.0,00,Approved,Success,41,Male,648
TXN0005239,2024-11-15,08:36:29,Pokhara Lakeside,Kaski,POS,Purchase,Debit Card,Savings,8040.95,00,Approved,Success,41,Male,546
TXN0005240,2024-11-15,09:32:25,Pokhara Lakeside,Kaski,Mobile Banking,Fund Transfer,N/A,Fixed Deposit,39693.42,00,Approved,Success,19,Male,1100
TXN0005241,2024-11-15,10:11:55,Birgunj Branch,Parsa,POS,Refund,Debit Card,Savings,9189.93,51,Insufficient Funds,Reversed,57,Female,972
TXN0005242,2024-11-15,10:17:37,Nepalgunj Branch,Banke,ATM,PIN Change,Debit Card,Savings,0.0,00,Approved,Success,40,Female,1522
TXN0005243,2024-11-15,10:19:28,New Baneshwor,Kathmandu,POS,Purchase,Credit Card,Savings,5382.84,00,Approved,Success,45,Male,730
TXN0005244,2024-11-15,10:34:16,Nepalgunj Branch,Banke,POS,Refund,Debit Card,Savings,3042.07,00,Approved,Success,22,Male,202
TXN0005245,2024-11-15,11:39:17,New Baneshwor,Kathmandu,ATM,Balance Inquiry,Debit Card,Savings,0.0,00,Approved,Success,50,Female,1446
TXN0005246,2024-11-15,12:09:13,Hetauda Branch,Makwanpur,ATM,Cash Withdrawal,Debit Card,Current,500.0,00,Approved,Success,24,Female,1395
TXN0005247,2024-11-15,12:14:19,Lalitpur Branch,Lalitpur,ATM,Mini Statement,Credit Card,Savings,0.0,96,System Malfunction,Failed,33,Male,977
TXN0005248,2024-11-15,15:29:24,Kathmandu Main,Kathmandu,Mobile Banking,QR Payment,N/A,Savings,1179.93,00,Approved,Success,35,Female,912
TXN0005249,2024-11-15,15:51:04,Kathmandu Main,Kathmandu,Mobile Banking,Bill Payment,N/A,Savings,8646.89,00,Approved,Success,49,Female,831
TXN0005250,2024-11-15,16:16:53,Butwal Branch,Rupandehi,Mobile Banking,Mobile Top-up,N/A,Savings,200.0,00,Approved,Success,43,Female,407
TXN0005251,2024-11-15,17:23:47,Pokhara Lakeside,Kaski,POS,Purchase,Debit Card,Savings,12333.07,00,Approved,Success,19,Male,720
TXN0005252,2024-11-15,19:30:11,Janakpur Branch,Dhanusha,Mobile Banking,Balance Inquiry,N/A,Savings,0.0,00,Approved,Success,18,Female,885
TXN0005253,2024-11-16,07:46:52,Butwal Branch,Rupandehi,Branch Counter,Cash Withdrawal,N/A,Savings,20000.0,00,Approved,Success,35,Female,247
TXN0005254,2024-11-16,08:11:41,Bhaktapur Branch,Bhaktapur,Internet Banking,Fund Transfer,N/A,Savings,50114.67,00,Approved,Success,43,Male,335
TXN0005255,2024-11-16,08:14:39,Dhangadhi Branch,Kailali,ATM,Cash Withdrawal,Debit Card,Savings,1500.0,00,Approved,Success,38,Male,1019
TXN0005256,2024-11-16,09:46:03,Bharatpur Branch,Chitwan,ATM,Balance Inquiry,Debit Card,Fixed Deposit,0.0,00,Approved,Success,51,Female,778
TXN0005257,2024-11-16,09:46:59,Dharan Branch,Sunsari,ATM,Balance Inquiry,Credit Card,Savings,0.0,00,Approved,Success,49,Male,694
TXN0005258,2024-11-16,10:40:29,Itahari Branch,Sunsari,ATM,Mini Statement,Debit Card,Savings,0.0,00,Approved,Success,36,Male,1339
TXN0005259,2024-11-16,10:56:42,Lalitpur Branch,Lalitpur,Internet Banking,Fund Transfer,N/A,Savings,95468.08,00,Approved,Success,31,Male,762
TXN0005260,2024-11-16,11:19:03,Nepalgunj Branch,Banke,ATM,Mini Statement,Debit Card,Savings,0.0,00,Approved,Success,30,Female,1740
TXN0005261,2024-11-16,12:06:07,Bharatpur Branch,Chitwan,Mobile Banking,Bill Payment,N/A,Savings,6815.89,00,Approved,Success,18,Female,687
TXN0005262,2024-11-16,12:08:21,Bhaktapur Branch,Bhaktapur,ATM,Balance Inquiry,Credit Card,Savings,0.0,00,Approved,Success,27,Female,80
TXN0005263,2024-11-16,12:33:15,Butwal Branch,Rupandehi,ATM,Mini Statement,Debit Card,Savings,0.0,00,Approved,Success,33,Male,389
TXN0005264,2024-11-16,13:08:44,Hetauda Branch,Makwanpur,ATM,Balance Inquiry,Debit Card,Savings,0.0,51,Insufficient Funds,Reversed,18,Female,1365
TXN0005265,2024-11-16,13:15:04,Biratnagar Main,Morang,Internet Banking,Balance Inquiry,N/A,Savings,0.0,00,Approved,Success,32,Female,670
TXN0005266,2024-11-16,15:05:46,Lalitpur Branch,Lalitpur,ATM,PIN Change,Credit Card,Fixed Deposit,0.0,55,Incorrect PIN,Reversed,36,Female,1561
TXN0005267,2024-11-16,15:23:22,Dhangadhi Branch,Kailali,pos,Refund,Credit Card,Savings,9821.64,00,Approved,Success,33,Male,727
TXN0005268,2024-11-16,16:00:25,Kathmandu Main,Kathmandu,Internet Banking,Fund Transfer,N/A,Savings,54997.48,00,Approved,Success,18,Female,404
TXN0005269,2024-11-16,16:18:08,Dhangadhi Branch,Kailali,atm,Cash Withdrawal,Debit Card,Savings,2000.0,00,Approved,Success,34,Male,1428
TXN0005270,2024-11-16,17:14:45,Dhangadhi Branch,Kailali,Internet Banking,Fund Transfer,N/A,Savings,17667.01,00,Approved,Success,30,Female,720
TXN0005271,2024-11-16,17:25:05,Lalitpur Branch,Lalitpur,ATM,Mini Statement,Debit Card,Savings,0.0,00,Approved,Success,18,Male,708
TXN0005272,2024-11-16,18:10:50,Itahari Branch,Sunsari,Internet Banking,Statement Download,N/A,Savings,0.0,00,Approved,Success,26,Female,815
TXN0005273,2024-11-16,18:39:41,Lalitpur Branch,Lalitpur,ATM,Cash Withdrawal,Credit Card,Savings,2000.0,00,Approved,Success,47,Male,1754
TXN0005274,2024-11-16,18:45:24,Nepalgunj Branch,Banke,ATM,PIN Change,Debit Card,Savings,0.0,00,Approved,Success,42,Male,1272
TXN0005275,2024-11-16,19:37:59,Dhangadhi Branch,Kailali,Internet Banking,Fund Transfer,N/A,Savings,34727.41,00,Approved,Success,41,Female,383
TXN0005276,2024-11-16,20:01:21,Butwal Branch,Rupandehi,Internet Banking,Balance Inquiry,N/A,Savings,0.0,00,Approved,Success,27,Female,501
TXN0005277,2024-11-16,20:16:48,Bharatpur Branch,Chitwan,ATM,Mini Statement,Debit Card,Savings,0.0,00,Approved,Success,57,Female,1293
TXN0005278,2024-11-17,06:06:32,Itahari Branch,Sunsari,POS,Purchase,Debit Card,Current,13640.17,00,Approved,Success,35,Female,473
TXN0005279,2024-11-17,06:38:42,Bhaktapur Branch,Bhaktapur,ATM,Balance Inquiry,Debit Card,Savings,0.0,00,Approved,Success,30,Female,1129
TXN0005280,2024-11-17,07:19:29,Nepalgunj Branch,Banke,ATM,Mini Statement,Debit Card,Savings,0.0,00,Approved,Success,36,Male,1250
TXN0005281,2024-11-17,07:44:50,Itahari Branch,Sunsari,Mobile Banking,Mobile Top-up,N/A,Current,1000.0,00,Approved,Success,39,Male,335
TXN0005282,2024-11-17,07:51:38,Pokhara Lakeside,Kaski,Mobile Banking,Bill Payment,N/A,Savings,11173.92,00,Approved,Success,34,Female,821
TXN0005283,2024-11-17,09:11:11,Pokhara Lakeside,Kaski,ATM,Balance Inquiry,Debit Card,Savings,0.0,00,Approved,Success,39,Male,1112
TXN0005284,2024-11-17,10:48:12,Birgunj Branch,Parsa,ATM,PIN Change,Debit Card,Savings,0.0,00,Approved,Success,44,Female,1335
TXN0005285,2024-11-17,10:53:23,Kathmandu Main,Kathmandu,POS,Refund,Debit Card,Savings,4226.91,00,Approved,Success,29,Female,915
TXN0005286,2024-11-17,10:58:04,Itahari Branch,Sunsari,ATM,PIN Change,Debit Card,Current,0.0,00,Approved,Success,39,Male,1111
TXN0005287,2024-11-17,11:11:45,Dharan Branch,Sunsari,ATM,Balance Inquiry,Credit Card,Savings,0.0,00,Approved,Success,26,Male,1685
TXN0005288,2024-11-17,11:24:19,Dharan Branch,Sunsari,ATM,Cash Withdrawal,Debit Card,Savings,2500.0,00,Approved,Success,27,Male,2037
TXN0005289,2024-11-17,11:33:37,Dhangadhi Branch,Kailali,Internet Banking,Balance Inquiry,N/A,Savings,0.0,00,Approved,Success,18,Female,694
TXN0005290,2024-11-17,12:14:24,Birgunj Branch,Parsa,Branch Counter,Cash Deposit,N/A,Fixed Deposit,96500.91,00,Approved,Success,45,Female,484
TXN0005291,2024-11-17,12:23:58,Janakpur Branch,Dhanusha,ATM,Cash Withdrawal,Debit Card,Savings,1000.0,00,Approved,Success,34,Male,1451
TXN0005292,2024-11-17,12:37:25,Dharan Branch,Sunsari,ATM,Balance Inquiry,Prepaid Card,Savings,0.0,00,Approved,Success,60,Female,897
TXN0005293,2024-11-17,12:39:03,Dhangadhi Branch,Kailali,POS,Purchase,Debit Card,Current,10280.3,00,Approved,Success,34,Female,581
TXN0005294,2024-11-17,13:15:40,Pokhara Lakeside,Kaski,POS,Purchase,Debit Card,Current,2266.5,00,Approved,Success,18,Male,705
TXN0005295,2024-11-17,13:31:14,Nepalgunj Branch,Banke,POS,Refund,Debit Card,Savings,8913.54,00,Approved,Success,42,Male,416
TXN0005296,2024-11-17,14:07:32,New Baneshwor,Kathmandu,Mobile Banking,Mobile Top-up,N/A,Current,1000.0,00,Approved,Success,18,Male,544
TXN0005297,2024-11-17,14:15:04,Kathmandu Main,Kathmandu,Internet Banking,Fund Transfer,N/A,Savings,57444.42,00,Approved,Success,33,Male,749
TXN0005298,2024-11-17,15:05:28,Lalitpur Branch,Lalitpur,ATM,Mini Statement,Prepaid Card,Savings,0.0,00,Approved,Success,35,Female,859
TXN0005299,2024-11-17,15:05:29,Dhangadhi Branch,Kailali,ATM,PIN Change,Debit Card,Savings,0.0,00,Approved,Success,39,Female,1139
TXN0005300,2024-11-17,15:14:59,Bhaktapur Branch,Bhaktapur,Internet Banking,Fund Transfer,N/A,Current,44837.97,00,Approved,Success,19,Male,524
TXN0005301,2024-11-17,15:28:04,Pokhara Lakeside,Kaski,ATM,Cash Withdrawal,Debit Card,Savings,2500.0,00,Approved,Success,33,Male,1036
TXN0005302,2024-11-17,15:48:44,New Baneshwor,Kathmandu,Mobile Banking,Bill Payment,N/A,Savings,11080.21,00,Approved,Success,,Male,761
TXN0005303,2024-11-17,16:11:13,Hetauda Branch,Makwanpur,ATM,Balance Inquiry,Credit Card,Savings,0.0,00,Approved,Success,41,Female,97
TXN0005304,2024-11-17,20:00:24,Dhangadhi Branch,Kailali,ATM,Cash Withdrawal,Debit Card,Savings,5000.0,00,Approved,Success,28,Female,1290
TXN0005305,2024-11-17,23:11:39,Kathmandu Main,Kathmandu,Mobile Banking,Bill Payment,N/A,Current,3870.11,00,Approved,Success,52,Male,429
TXN0005306,2024-11-18,08:00:37,Nepalgunj Branch,Banke,POS,Refund,Debit Card,Savings,7361.09,00,Approved,Success,18,Male,352
TXN0005307,2024-11-18,10:19:34,Janakpur Branch,Dhanusha,Mobile Banking,Bill Payment,N/A,Current,9580.06,00,Approved,Success,18,Male,718
TXN0005308,2024-11-18,10:38:45,Lalitpur Branch,Lalitpur,POS,Refund,Debit Card,Fixed Deposit,1249.85,00,Approved,Success,43,Female,568
TXN0005309,2024-11-18,11:53:48,Butwal Branch,Rupandehi,ATM,Mini Statement,Prepaid Card,Current,0.0,00,Approved,Success,22,Female,1708
TXN0005310,2024-11-18,12:38:18,Hetauda Branch,Makwanpur,POS,Refund,Debit Card,Savings,7326.77,00,Approved,Success,34,Female,645
TXN0005311,2024-11-18,13:37:18,Lalitpur Branch,Lalitpur,Internet Banking,Fund Transfer,N/A,Savings,73927.55,00,Approved,Success,35,Female,385
TXN0005312,2024-11-18,13:39:07,Hetauda Branch,Makwanpur,ATM,PIN Change,Debit Card,Savings,0.0,00,Approved,Success,31,Male,803
TXN0005313,2024-11-18,14:03:44,Butwal Branch,Rupandehi,Branch Counter,Cash Withdrawal,N/A,Savings,2500.0,00,Approved,Success,33,Female,747
TXN0005314,2024-11-18,14:17:47,Kathmandu Main,Kathmandu,Internet Banking,Fund Transfer,N/A,Savings,85807.92,00,Approved,Success,41,Female,625
TXN0005315,2024-11-18,15:26:11,Pokhara Lakeside,Kaski,Mobile Banking,QR Payment,N/A,Current,3578.52,00,Approved,Success,24,Female,358
TXN0005316,2024-11-18,15:32:06,Butwal Branch,Rupandehi,Mobile Banking,QR Payment,N/A,Savings,69.29,00,Approved,Success,29,Female,529
TXN0005317,2024-11-18,15:51:39,Janakpur Branch,Dhanusha,POS,Refund,Debit Card,Savings,6755.34,00,Approved,Success,43,Female,889
TXN0005318,2024-11-18,18:06:15,Dharan Branch,Sunsari,Internet Banking,Bill Payment,N/A,Savings,1952.45,00,Approved,Success,39,Female,157
TXN0005319,2024-11-18,18:50:14,Butwal Branch,Rupandehi,Branch Counter,Cash Deposit,N/A,Savings,148555.09,00,Approved,Success,20,Male,366
TXN0005320,2024-11-18,19:15:42,Hetauda Branch,Makwanpur,Mobile Banking,Fund Transfer,N/A,Savings,76769.81,00,Approved,Success,19,Male,487
TXN0005321,2024-11-18,19:52:33,Bhaktapur Branch,Bhaktapur,ATM,Cash Withdrawal,Credit Card,Savings,500.0,00,Approved,Success,24,Female,1139
TXN0005322,2024-11-18,20:44:43,Biratnagar Main,Morang,Mobile Banking,Bill Payment,N/A,Savings,8037.53,00,Approved,Success,40,Male,486
